order_id,order_date,product_id,product_name,category,supplier_name,warehouse,stock_quantity,order_quantity,cost_price,selling_price,delivery_days,region,Revenue,Cost,Profit,Inventory_Turnover,Stockout
ORD003490,,P293,Notebook,Utilities,XYZ Traders,Pune WH,443.0,4.0,195.99,192.21,10.0,East,768.84,783.96,-15.120000000000005,0.009029345372460496,0
ORD003471,2024-04-29,P197,Pen,Maintenance,Global Distributors,Chennai WH,795.0,70.0,84.29,312.41,5.0,North,21868.7,5900.3,15968.400000000001,0.0880503144654088,0
ORD003472,,P251,Printer Paper,Stationary,LMN Corp,Mumbai WH,532.0,17.0,60.26,348.92,4.0,East,5931.64,1024.42,4907.22,0.03195488721804511,0
ORD003473,2024-03-14,P144,Marker,Maintenance,Global Distributors,Mumbai WH,443.0,116.0,67.05,,5.0,South,,7777.799999999999,,0.2618510158013544,0
ORD003474,2024-02-29,P151,Water Bottle,Stationary,Global Distributors,Chennai WH,244.0,153.0,195.39,264.54,8.0,West,40474.62,29894.67,10579.950000000004,0.6270491803278688,0
ORD003475,,P104,Water Bottle,Maintenance,ABC Supplies,Pune WH,556.0,138.0,144.0,201.37,10.0,West,27789.06,19872.0,7917.060000000001,0.24820143884892087,0
ORD003476,,P292,Notebook,Utilities,LMN Corp,Pune WH,464.0,10.0,76.99,313.39,6.0,South,3133.8999999999996,769.9,2363.9999999999995,0.021551724137931036,0
ORD003477,,P177,Marker,Maintenance,Global Distributors,Pune WH,621.0,23.0,129.3,126.07,8.0,North,2899.6099999999997,2973.9,-74.29000000000042,0.037037037037037035,0
ORD003478,,P150,Pen,Utilities,XYZ Traders,Pune WH,773.0,191.0,38.71,76.18,7.0,West,14550.380000000001,7393.610000000001,7156.77,0.24708926261319533,0
ORD003479,2024-08-10,P265,Notebook,Stationary,XYZ Traders,Mumbai WH,258.0,168.0,17.3,89.38,6.0,West,15015.84,2906.4,12109.44,0.6511627906976745,0
ORD003480,,P125,Pen,Utilities,XYZ Traders,Mumbai WH,389.0,182.0,151.58,122.06,6.0,South,22214.920000000002,27587.56,-5372.639999999999,0.46786632390745503,0
ORD003461,,P157,Marker,Maintenance,XYZ Traders,Delhi WH,508.0,191.0,178.49,169.76,6.0,West,32424.16,34091.590000000004,-1667.430000000004,0.37598425196850394,0
ORD003462,,P209,Marker,Maintenance,ABC Supplies,Delhi WH,73.0,24.0,,332.66,1.0,North,7983.84,,,0.3287671232876712,0
ORD003463,,P155,Water Bottle,Stationary,Global Distributors,Mumbai WH,443.0,0.0,92.73,261.53,7.0,North,0.0,0.0,0.0,0.0,0
ORD003464,,P261,Printer Paper,Maintenance,LMN Corp,Chennai WH,443.0,90.0,199.08,321.59,5.0,East,28943.1,17917.2,11025.899999999998,0.20316027088036118,0
ORD003465,,P177,Printer Paper,Stationary,Global Distributors,Chennai WH,0.0,162.0,168.63,,3.0,West,,27318.059999999998,,inf,1
ORD003466,2024-09-12,P100,Cleaning Liquid,Utilities,Global Distributors,Chennai WH,180.0,65.0,49.49,285.81,6.0,North,18577.65,3216.85,15360.800000000001,0.3611111111111111,0
ORD003467,,P153,Cleaning Liquid,Stationary,LMN Corp,Chennai WH,330.0,189.0,113.93,150.5,3.0,West,28444.5,21532.77,6911.73,0.5727272727272728,0
ORD003468,,P141,Cleaning Liquid,Maintenance,Global Distributors,Mumbai WH,488.0,0.0,66.43,61.81,3.0,South,0.0,0.0,0.0,0.0,0
ORD003469,,P179,Marker,Utilities,LMN Corp,Delhi WH,443.0,113.0,86.13,81.45,6.0,East,9203.85,9732.689999999999,-528.8399999999983,0.255079006772009,0
ORD003470,2024-07-03,P275,Cleaning Liquid,Maintenance,ABC Supplies,Delhi WH,192.0,132.0,209.41,337.86,9.0,North,44597.520000000004,27642.12,16955.400000000005,0.6875,0
ORD003451,,P220,Marker,Maintenance,XYZ Traders,Mumbai WH,280.0,184.0,143.08,151.15,5.0,East,27811.600000000002,26326.72,1484.880000000001,0.6571428571428571,0
ORD003452,2024-12-21,P284,Water Bottle,Maintenance,XYZ Traders,Mumbai WH,423.0,178.0,131.34,201.73,6.0,East,35907.939999999995,23378.52,12529.419999999995,0.42080378250591016,0
ORD003453,,P253,Pen,Maintenance,XYZ Traders,Mumbai WH,877.0,178.0,127.46,92.06,1.0,East,16386.68,22687.879999999997,-6301.199999999997,0.20296465222348917,0
ORD003454,2024-01-25,P267,Cleaning Liquid,Utilities,ABC Supplies,Mumbai WH,443.0,175.0,175.89,309.04,8.0,West,54082.0,30780.749999999996,23301.250000000004,0.39503386004514673,0
ORD003455,,P299,Pen,Utilities,Global Distributors,Pune WH,443.0,121.0,202.05,285.08,1.0,South,34494.68,24448.050000000003,10046.629999999997,0.27313769751693,0
ORD003456,,P202,Printer Paper,Stationary,Global Distributors,Pune WH,989.0,160.0,116.54,319.15,3.0,South,51064.0,18646.4,32417.6,0.16177957532861476,0
ORD003457,2024-04-15,P229,Pen,Maintenance,XYZ Traders,Pune WH,332.0,0.0,76.51,98.95,6.0,West,0.0,0.0,0.0,0.0,0
ORD003458,2024-11-23,P203,Cleaning Liquid,Maintenance,Global Distributors,Pune WH,443.0,71.0,168.46,,6.0,West,,11960.66,,0.16027088036117382,0
ORD003459,2024-08-27,P284,Marker,Utilities,XYZ Traders,Chennai WH,457.0,43.0,136.71,68.78,3.0,South,2957.54,5878.530000000001,-2920.9900000000007,0.09409190371991247,0
ORD003460,,P184,Printer Paper,Utilities,ABC Supplies,Chennai WH,443.0,21.0,,88.13,6.0,West,1850.73,,,0.04740406320541761,0
ORD003441,,P161,Marker,Utilities,LMN Corp,Delhi WH,163.0,60.0,,267.61,9.0,North,16056.6,,,0.36809815950920244,0
ORD003442,2024-11-04,P273,Water Bottle,Utilities,XYZ Traders,Pune WH,455.0,129.0,150.88,215.55,6.0,West,27805.95,19463.52,8342.43,0.2835164835164835,0
ORD003443,2024-10-24,P170,Notebook,Utilities,LMN Corp,Mumbai WH,443.0,130.0,153.0,263.5,6.0,South,34255.0,19890.0,14365.0,0.29345372460496616,0
ORD003444,2024-10-19,P239,Printer Paper,Stationary,ABC Supplies,Delhi WH,931.0,74.0,179.5,268.33,6.0,West,19856.42,13283.0,6573.419999999998,0.079484425349087,0
ORD003445,2024-12-14,P102,Notebook,Maintenance,XYZ Traders,Chennai WH,443.0,0.0,60.05,195.29,6.0,East,0.0,0.0,0.0,0.0,0
ORD003446,,P105,Printer Paper,Utilities,LMN Corp,Pune WH,413.0,194.0,150.61,234.66,6.0,North,45524.04,29218.340000000004,16305.699999999997,0.46973365617433416,0
ORD003447,2024-12-22,P143,Printer Paper,Stationary,ABC Supplies,Pune WH,443.0,109.0,119.14,180.42,10.0,South,19665.78,12986.26,6679.519999999999,0.24604966139954854,0
ORD003448,2024-06-30,P211,Notebook,Maintenance,Global Distributors,Chennai WH,198.0,153.0,102.3,314.91,6.0,East,48181.23,15651.9,32529.33,0.7727272727272727,0
ORD003449,,P236,Notebook,Stationary,LMN Corp,Mumbai WH,0.0,136.0,80.29,213.18,6.0,South,28992.48,10919.44,18073.04,inf,1
ORD003450,2024-05-27,P243,Pen,Maintenance,LMN Corp,Mumbai WH,67.0,66.0,199.79,55.07,5.0,South,3634.62,13186.14,-9551.52,0.9850746268656716,0
ORD003431,,P224,Marker,Stationary,XYZ Traders,Mumbai WH,443.0,19.0,48.34,278.14,1.0,East,5284.66,918.46,4366.2,0.04288939051918736,0
ORD003432,,P167,Notebook,Stationary,LMN Corp,Pune WH,550.0,119.0,95.19,269.48,6.0,South,32068.120000000003,11327.61,20740.510000000002,0.21636363636363637,0
ORD003433,,P221,Pen,Maintenance,Global Distributors,Mumbai WH,119.0,2.0,157.1,307.36,9.0,West,614.72,314.2,300.52000000000004,0.01680672268907563,0
ORD003434,,P195,Notebook,Maintenance,LMN Corp,Chennai WH,354.0,0.0,179.35,57.05,6.0,North,0.0,0.0,0.0,0.0,0
ORD003435,,P196,Notebook,Maintenance,ABC Supplies,Pune WH,391.0,0.0,135.17,153.93,2.0,East,0.0,0.0,0.0,0.0,0
ORD003436,,P120,Printer Paper,Stationary,Global Distributors,Mumbai WH,443.0,12.0,130.35,316.84,8.0,West,3802.08,1564.1999999999998,2237.88,0.02708803611738149,0
ORD003437,2024-02-08,P233,Printer Paper,Stationary,LMN Corp,Mumbai WH,171.0,194.0,94.56,129.46,10.0,East,25115.24,18344.64,6770.600000000002,1.1345029239766082,0
ORD003438,,P234,Cleaning Liquid,Stationary,Global Distributors,Pune WH,443.0,0.0,132.07,64.32,4.0,North,0.0,0.0,0.0,0.0,0
ORD003439,,P194,Marker,Utilities,ABC Supplies,Chennai WH,144.0,144.0,95.83,242.19,9.0,West,34875.36,13799.52,21075.84,1.0,0
ORD003440,,P196,Notebook,Maintenance,LMN Corp,Pune WH,493.0,114.0,180.61,71.74,4.0,South,8178.36,20589.54,-12411.18,0.23123732251521298,0
ORD003421,,P169,Pen,Utilities,LMN Corp,Pune WH,443.0,0.0,20.14,225.93,4.0,East,0.0,0.0,0.0,0.0,0
ORD003422,2024-09-18,P124,Pen,Maintenance,ABC Supplies,Delhi WH,45.0,0.0,142.15,174.41,8.0,East,0.0,0.0,0.0,0.0,0
ORD003423,2024-08-10,P121,Water Bottle,Stationary,Global Distributors,Mumbai WH,443.0,166.0,120.5,347.67,3.0,East,57713.22,20003.0,37710.22,0.3747178329571106,0
ORD003424,,P299,Cleaning Liquid,Stationary,XYZ Traders,Pune WH,761.0,27.0,180.45,334.21,10.0,South,9023.67,4872.15,4151.52,0.035479632063074903,0
ORD003425,,P101,Cleaning Liquid,Stationary,Global Distributors,Chennai WH,0.0,189.0,188.6,181.82,4.0,East,34363.979999999996,35645.4,-1281.4200000000055,inf,1
ORD003426,,P279,Pen,Utilities,LMN Corp,Mumbai WH,443.0,5.0,47.75,149.25,10.0,West,746.25,238.75,507.5,0.011286681715575621,0
ORD003427,2024-06-15,P132,Pen,Maintenance,XYZ Traders,Delhi WH,723.0,187.0,189.67,245.66,2.0,East,45938.42,35468.29,10470.129999999997,0.25864453665283543,0
ORD003428,,P192,Marker,Utilities,LMN Corp,Pune WH,759.0,53.0,15.1,75.29,1.0,North,3990.3700000000003,800.3,3190.0700000000006,0.06982872200263504,0
ORD003429,,P264,Pen,Maintenance,LMN Corp,Delhi WH,512.0,109.0,195.09,243.23,7.0,North,26512.07,21264.81,5247.259999999998,0.212890625,0
ORD003430,,P208,Cleaning Liquid,Utilities,LMN Corp,Delhi WH,443.0,121.0,26.01,63.56,6.0,South,7690.76,3147.21,4543.55,0.27313769751693,0
ORD003411,,P230,Cleaning Liquid,Utilities,ABC Supplies,Chennai WH,2.0,24.0,171.86,132.3,2.0,West,3175.2000000000003,4124.64,-949.44,12.0,0
ORD003412,,P147,Pen,Stationary,Global Distributors,Pune WH,952.0,189.0,66.92,311.72,6.0,North,58915.08,12647.880000000001,46267.2,0.19852941176470587,0
ORD003413,2024-09-15,P295,Water Bottle,Maintenance,ABC Supplies,Chennai WH,279.0,55.0,203.63,315.47,6.0,West,17350.850000000002,11199.65,6151.200000000003,0.1971326164874552,0
ORD003414,,P244,Pen,Utilities,LMN Corp,Chennai WH,764.0,52.0,55.36,334.8,7.0,North,17409.600000000002,2878.72,14530.880000000003,0.06806282722513089,0
ORD003415,2024-08-13,P167,Water Bottle,Stationary,ABC Supplies,Chennai WH,0.0,50.0,147.64,288.44,6.0,East,14422.0,7381.999999999999,7040.000000000001,inf,1
ORD003416,2024-04-28,P175,Cleaning Liquid,Utilities,XYZ Traders,Mumbai WH,502.0,151.0,193.31,234.17,8.0,North,35359.67,29189.81,6169.859999999997,0.300796812749004,0
ORD003417,2024-06-15,P114,Cleaning Liquid,Maintenance,Global Distributors,Pune WH,518.0,40.0,181.15,174.87,4.0,West,6994.8,7246.0,-251.19999999999982,0.07722007722007722,0
ORD003418,,P238,Cleaning Liquid,Maintenance,Global Distributors,Mumbai WH,342.0,90.0,79.62,206.61,2.0,West,18594.9,7165.8,11429.100000000002,0.2631578947368421,0
ORD003419,2024-01-06,P148,Notebook,Stationary,ABC Supplies,Pune WH,885.0,48.0,209.78,293.35,2.0,South,14080.800000000001,10069.44,4011.3600000000006,0.05423728813559322,0
ORD003420,,P177,Notebook,Stationary,ABC Supplies,Chennai WH,443.0,0.0,105.03,321.41,4.0,West,0.0,0.0,0.0,0.0,0
ORD003401,,P136,Cleaning Liquid,Stationary,LMN Corp,Pune WH,949.0,126.0,,74.75,5.0,North,9418.5,,,0.1327713382507903,0
ORD003402,2024-03-03,P115,Cleaning Liquid,Stationary,Global Distributors,Mumbai WH,0.0,17.0,91.34,329.46,6.0,South,5600.82,1552.78,4048.04,inf,1
ORD003403,,P192,Pen,Maintenance,LMN Corp,Delhi WH,0.0,0.0,76.64,52.82,6.0,South,0.0,0.0,0.0,,1
ORD003404,,P213,Notebook,Maintenance,ABC Supplies,Chennai WH,443.0,108.0,,194.25,9.0,South,20979.0,,,0.24379232505643342,0
ORD003405,,P295,Pen,Maintenance,XYZ Traders,Mumbai WH,884.0,106.0,88.27,248.21,6.0,North,26310.260000000002,9356.619999999999,16953.640000000003,0.11990950226244344,0
ORD003406,2024-12-14,P148,Pen,Maintenance,Global Distributors,Chennai WH,443.0,109.0,120.26,207.92,6.0,North,22663.28,13108.34,9554.939999999999,0.24604966139954854,0
ORD003407,,P108,Water Bottle,Utilities,LMN Corp,Pune WH,342.0,158.0,60.18,235.89,8.0,West,37270.619999999995,9508.44,27762.179999999993,0.4619883040935672,0
ORD003408,2024-07-21,P217,Notebook,Utilities,ABC Supplies,Mumbai WH,309.0,85.0,141.73,247.35,4.0,East,21024.75,12047.05,8977.7,0.2750809061488673,0
ORD003409,,P116,Marker,Utilities,XYZ Traders,Chennai WH,447.0,85.0,,133.43,7.0,North,11341.550000000001,,,0.19015659955257272,0
ORD003410,,P224,Marker,Utilities,XYZ Traders,Delhi WH,443.0,134.0,160.88,138.48,9.0,East,18556.32,21557.92,-3001.5999999999985,0.30248306997742663,0
ORD003591,2024-05-25,P179,Water Bottle,Maintenance,LMN Corp,Pune WH,443.0,0.0,131.74,150.02,4.0,North,0.0,0.0,0.0,0.0,0
ORD003592,,P261,Pen,Utilities,Global Distributors,Mumbai WH,0.0,193.0,120.33,280.64,5.0,North,54163.52,23223.69,30939.829999999998,inf,1
ORD003593,,P159,Notebook,Utilities,Global Distributors,Chennai WH,140.0,116.0,52.52,286.36,6.0,North,33217.76,6092.320000000001,27125.440000000002,0.8285714285714286,0
ORD003594,,P151,Cleaning Liquid,Maintenance,LMN Corp,Mumbai WH,410.0,29.0,98.04,62.63,7.0,South,1816.27,2843.1600000000003,-1026.8900000000003,0.07073170731707316,0
ORD003595,,P104,Marker,Maintenance,LMN Corp,Mumbai WH,85.0,53.0,53.17,252.09,6.0,West,13360.77,2818.01,10542.76,0.6235294117647059,0
ORD003596,2024-03-27,P171,Printer Paper,Stationary,XYZ Traders,Mumbai WH,826.0,91.0,176.74,268.29,10.0,South,24414.390000000003,16083.34,8331.050000000003,0.11016949152542373,0
ORD003597,,P182,Cleaning Liquid,Stationary,ABC Supplies,Pune WH,905.0,0.0,54.16,,4.0,West,,0.0,,0.0,0
ORD003598,,P281,Printer Paper,Utilities,XYZ Traders,Pune WH,625.0,15.0,157.05,132.74,7.0,North,1991.1000000000001,2355.75,-364.64999999999986,0.024,0
ORD003599,2024-10-07,P241,Notebook,Stationary,LMN Corp,Chennai WH,585.0,90.0,32.29,60.43,1.0,West,5438.7,2906.1,2532.6,0.15384615384615385,0
ORD003600,,P265,Marker,Stationary,Global Distributors,Chennai WH,85.0,28.0,131.48,123.47,6.0,West,3457.16,3681.4399999999996,-224.27999999999975,0.32941176470588235,0
ORD003581,2024-10-29,P226,Water Bottle,Utilities,XYZ Traders,Delhi WH,443.0,114.0,187.26,253.83,7.0,South,28936.620000000003,21347.64,7588.980000000003,0.25733634311512416,0
ORD003582,2024-02-19,P233,Cleaning Liquid,Utilities,XYZ Traders,Pune WH,443.0,0.0,155.48,130.08,3.0,South,0.0,0.0,0.0,0.0,0
ORD003583,,P156,Cleaning Liquid,Maintenance,XYZ Traders,Pune WH,371.0,58.0,25.88,310.79,6.0,East,18025.82,1501.04,16524.78,0.15633423180592992,0
ORD003584,,P172,Marker,Utilities,LMN Corp,Mumbai WH,201.0,75.0,,305.19,9.0,North,22889.25,,,0.373134328358209,0
ORD003585,,P192,Pen,Stationary,LMN Corp,Chennai WH,475.0,108.0,176.34,328.49,6.0,West,35476.92,19044.72,16432.199999999997,0.22736842105263158,0
ORD003586,2024-11-22,P132,Printer Paper,Stationary,LMN Corp,Mumbai WH,634.0,123.0,118.75,281.73,6.0,East,34652.79,14606.25,20046.54,0.19400630914826497,0
ORD003587,,P184,Printer Paper,Maintenance,Global Distributors,Mumbai WH,29.0,102.0,195.95,59.96,6.0,North,6115.92,19986.899999999998,-13870.979999999998,3.5172413793103448,0
ORD003588,,P139,Cleaning Liquid,Maintenance,LMN Corp,Pune WH,443.0,43.0,12.91,151.58,6.0,North,6517.9400000000005,555.13,5962.81,0.09706546275395034,0
ORD003589,,P201,Cleaning Liquid,Utilities,Global Distributors,Delhi WH,314.0,0.0,203.85,61.51,6.0,West,0.0,0.0,0.0,0.0,0
ORD003590,,P168,Pen,Stationary,Global Distributors,Chennai WH,261.0,182.0,162.75,133.51,6.0,North,24298.82,29620.5,-5321.68,0.6973180076628352,0
ORD003571,2024-02-17,P200,Printer Paper,Stationary,XYZ Traders,Mumbai WH,956.0,36.0,67.84,306.98,6.0,South,11051.28,2442.2400000000002,8609.04,0.03765690376569038,0
ORD003572,2024-09-17,P170,Marker,Maintenance,ABC Supplies,Chennai WH,0.0,23.0,38.56,246.96,6.0,West,5680.08,886.8800000000001,4793.2,inf,1
ORD003573,,P227,Pen,Utilities,LMN Corp,Chennai WH,434.0,168.0,74.77,226.34,1.0,South,38025.12,12561.359999999999,25463.760000000002,0.3870967741935484,0
ORD003574,,P296,Printer Paper,Stationary,LMN Corp,Pune WH,443.0,0.0,92.7,174.15,6.0,West,0.0,0.0,0.0,0.0,0
ORD003575,,P215,Marker,Utilities,ABC Supplies,Pune WH,905.0,30.0,39.49,178.06,5.0,West,5341.8,1184.7,4157.1,0.03314917127071823,0
ORD003576,,P102,Marker,Stationary,XYZ Traders,Chennai WH,685.0,19.0,117.35,143.43,6.0,West,2725.17,2229.65,495.52,0.027737226277372264,0
ORD003577,,P144,Marker,Utilities,XYZ Traders,Mumbai WH,0.0,136.0,19.07,271.6,9.0,North,36937.600000000006,2593.52,34344.08000000001,inf,1
ORD003578,2024-06-04,P233,Printer Paper,Stationary,XYZ Traders,Chennai WH,443.0,90.0,97.99,132.24,9.0,North,11901.6,8819.1,3082.5,0.20316027088036118,0
ORD003579,,P250,Printer Paper,Stationary,XYZ Traders,Pune WH,810.0,164.0,134.51,180.09,5.0,West,29534.760000000002,22059.64,7475.120000000003,0.20246913580246914,0
ORD003580,,P207,Printer Paper,Maintenance,XYZ Traders,Delhi WH,443.0,0.0,161.4,158.85,6.0,South,0.0,0.0,0.0,0.0,0
ORD003561,2024-04-01,P226,Pen,Stationary,XYZ Traders,Chennai WH,0.0,134.0,139.62,122.94,1.0,East,16473.96,18709.08,-2235.1200000000026,inf,1
ORD003562,2024-05-26,P115,Notebook,Maintenance,Global Distributors,Delhi WH,909.0,158.0,34.73,112.88,5.0,South,17835.04,5487.339999999999,12347.7,0.17381738173817382,0
ORD003563,2024-08-08,P175,Printer Paper,Stationary,Global Distributors,Mumbai WH,593.0,68.0,136.11,319.86,9.0,East,21750.48,9255.480000000001,12494.999999999998,0.11467116357504216,0
ORD003564,,P167,Marker,Maintenance,Global Distributors,Pune WH,300.0,27.0,93.08,243.3,7.0,East,6569.1,2513.16,4055.9400000000005,0.09,0
ORD003565,2024-10-24,P261,Marker,Utilities,Global Distributors,Chennai WH,443.0,64.0,27.56,280.41,8.0,North,17946.24,1763.84,16182.400000000001,0.14446952595936793,0
ORD003566,2024-04-25,P146,Notebook,Utilities,XYZ Traders,Delhi WH,798.0,140.0,22.36,300.52,3.0,North,42072.799999999996,3130.4,38942.399999999994,0.17543859649122806,0
ORD003567,,P218,Water Bottle,Stationary,ABC Supplies,Pune WH,739.0,18.0,,198.25,6.0,West,3568.5,,,0.02435723951285521,0
ORD003568,,P146,Cleaning Liquid,Stationary,ABC Supplies,Chennai WH,644.0,53.0,74.7,273.0,4.0,North,14469.0,3959.1000000000004,10509.9,0.08229813664596274,0
ORD003569,,P139,Pen,Maintenance,Global Distributors,Pune WH,194.0,75.0,70.96,170.44,2.0,West,12783.0,5321.999999999999,7461.000000000001,0.3865979381443299,0
ORD003570,,P164,Marker,Maintenance,ABC Supplies,Mumbai WH,443.0,99.0,94.46,213.8,2.0,East,21166.2,9351.539999999999,11814.660000000002,0.2234762979683973,0
ORD003551,,P288,Pen,Stationary,LMN Corp,Mumbai WH,989.0,37.0,33.39,207.47,2.0,East,7676.39,1235.43,6440.96,0.03741152679474216,0
ORD003552,2024-07-09,P100,Pen,Stationary,LMN Corp,Chennai WH,289.0,94.0,112.81,210.32,10.0,West,19770.079999999998,10604.14,9165.939999999999,0.32525951557093424,0
ORD003553,,P258,Cleaning Liquid,Maintenance,ABC Supplies,Pune WH,397.0,195.0,88.48,244.43,3.0,West,47663.85,17253.600000000002,30410.249999999996,0.491183879093199,0
ORD003554,,P212,Cleaning Liquid,Utilities,XYZ Traders,Chennai WH,443.0,23.0,86.22,106.66,6.0,East,2453.18,1983.06,470.1199999999999,0.05191873589164785,0
ORD003555,,P151,Cleaning Liquid,Maintenance,XYZ Traders,Chennai WH,720.0,39.0,55.27,210.18,6.0,South,8197.02,2155.53,6041.49,0.05416666666666667,0
ORD003556,2024-07-04,P182,Marker,Utilities,LMN Corp,Pune WH,40.0,37.0,159.72,208.73,3.0,West,7723.009999999999,5909.64,1813.369999999999,0.925,0
ORD003557,,P228,Water Bottle,Stationary,ABC Supplies,Mumbai WH,584.0,19.0,40.42,58.15,6.0,North,1104.85,767.98,336.8699999999999,0.032534246575342464,0
ORD003558,,P161,Cleaning Liquid,Utilities,LMN Corp,Pune WH,747.0,187.0,75.42,278.31,7.0,East,52043.97,14103.54,37940.43,0.250334672021419,0
ORD003559,,P137,Water Bottle,Maintenance,LMN Corp,Pune WH,443.0,55.0,47.15,57.11,10.0,South,3141.05,2593.25,547.8000000000002,0.12415349887133183,0
ORD003560,2024-03-09,P283,Printer Paper,Utilities,LMN Corp,Chennai WH,959.0,157.0,115.25,322.89,10.0,West,50693.729999999996,18094.25,32599.479999999996,0.16371220020855057,0
ORD003541,,P168,Cleaning Liquid,Utilities,LMN Corp,Mumbai WH,443.0,32.0,64.11,254.77,10.0,West,8152.64,2051.52,6101.120000000001,0.07223476297968397,0
ORD003542,2024-06-16,P214,Pen,Maintenance,ABC Supplies,Mumbai WH,382.0,165.0,40.98,201.73,7.0,South,33285.45,6761.7,26523.749999999996,0.4319371727748691,0
ORD003543,2024-04-06,P169,Cleaning Liquid,Utilities,XYZ Traders,Pune WH,268.0,76.0,188.35,203.69,10.0,East,15480.44,14314.6,1165.8400000000001,0.2835820895522388,0
ORD003544,,P265,Water Bottle,Maintenance,LMN Corp,Pune WH,60.0,32.0,100.69,97.78,1.0,South,3128.96,3222.08,-93.11999999999989,0.5333333333333333,0
ORD003545,2024-07-03,P209,Notebook,Utilities,LMN Corp,Delhi WH,876.0,63.0,129.34,196.75,2.0,West,12395.25,8148.42,4246.83,0.07191780821917808,0
ORD003546,,P236,Printer Paper,Utilities,LMN Corp,Mumbai WH,443.0,94.0,99.78,138.37,4.0,East,13006.78,9379.32,3627.460000000001,0.21218961625282168,0
ORD003547,,P244,Notebook,Utilities,ABC Supplies,Pune WH,596.0,101.0,195.12,53.77,4.0,West,5430.77,19707.12,-14276.349999999999,0.16946308724832215,0
ORD003548,,P239,Cleaning Liquid,Stationary,Global Distributors,Delhi WH,520.0,42.0,14.81,207.26,10.0,North,8704.92,622.02,8082.9,0.08076923076923077,0
ORD003549,2024-09-20,P158,Notebook,Utilities,ABC Supplies,Mumbai WH,101.0,0.0,196.06,291.4,10.0,West,0.0,0.0,0.0,0.0,0
ORD003550,,P166,Cleaning Liquid,Maintenance,ABC Supplies,Mumbai WH,63.0,133.0,185.46,249.23,6.0,South,33147.59,24666.18,8481.409999999996,2.111111111111111,0
ORD003531,,P284,Pen,Utilities,ABC Supplies,Pune WH,507.0,92.0,179.22,317.5,6.0,North,29210.0,16488.24,12721.759999999998,0.1814595660749507,0
ORD003532,2024-01-05,P203,Marker,Stationary,XYZ Traders,Chennai WH,561.0,78.0,166.06,135.2,6.0,South,10545.599999999999,12952.68,-2407.0800000000017,0.13903743315508021,0
ORD003533,,P283,Printer Paper,Utilities,Global Distributors,Pune WH,296.0,39.0,95.05,143.4,6.0,West,5592.6,3706.95,1885.6500000000005,0.13175675675675674,0
ORD003534,,P110,Notebook,Utilities,XYZ Traders,Pune WH,673.0,111.0,63.34,60.12,8.0,North,6673.32,7030.740000000001,-357.420000000001,0.1649331352154532,0
ORD003535,2024-02-11,P213,Pen,Maintenance,XYZ Traders,Chennai WH,443.0,112.0,90.18,220.4,6.0,West,24684.8,10100.16,14584.64,0.2528216704288939,0
ORD003536,2024-09-12,P175,Water Bottle,Maintenance,LMN Corp,Mumbai WH,656.0,141.0,167.91,242.24,6.0,East,34155.840000000004,23675.31,10480.530000000002,0.2149390243902439,0
ORD003537,,P135,Marker,Utilities,XYZ Traders,Pune WH,443.0,99.0,53.64,253.18,2.0,West,25064.82,5310.36,19754.46,0.2234762979683973,0
ORD003538,,P278,Printer Paper,Maintenance,ABC Supplies,Mumbai WH,701.0,0.0,79.32,132.05,6.0,West,0.0,0.0,0.0,0.0,0
ORD003539,,P180,Printer Paper,Utilities,XYZ Traders,Mumbai WH,477.0,0.0,31.75,311.66,1.0,North,0.0,0.0,0.0,0.0,0
ORD003540,,P259,Marker,Maintenance,LMN Corp,Mumbai WH,572.0,173.0,145.55,75.35,7.0,East,13035.55,25180.15,-12144.600000000002,0.30244755244755245,0
ORD003521,,P260,Marker,Utilities,Global Distributors,Chennai WH,79.0,33.0,144.63,140.81,6.0,North,4646.7300000000005,4772.79,-126.05999999999949,0.4177215189873418,0
ORD003522,2024-03-14,P275,Water Bottle,Stationary,ABC Supplies,Delhi WH,444.0,0.0,199.07,204.56,10.0,South,0.0,0.0,0.0,0.0,0
ORD003523,,P276,Water Bottle,Stationary,LMN Corp,Delhi WH,376.0,32.0,26.42,77.92,6.0,South,2493.44,845.44,1648.0,0.0851063829787234,0
ORD003524,,P271,Water Bottle,Maintenance,Global Distributors,Mumbai WH,876.0,150.0,136.2,111.98,8.0,East,16797.0,20430.0,-3633.0,0.17123287671232876,0
ORD003525,,P199,Printer Paper,Maintenance,LMN Corp,Pune WH,443.0,13.0,25.08,300.78,8.0,North,3910.1399999999994,326.03999999999996,3584.0999999999995,0.029345372460496615,0
ORD003526,,P228,Printer Paper,Maintenance,ABC Supplies,Chennai WH,205.0,151.0,43.0,141.73,6.0,North,21401.23,6493.0,14908.23,0.7365853658536585,0
ORD003527,,P157,Notebook,Utilities,LMN Corp,Delhi WH,105.0,45.0,49.36,260.7,7.0,South,11731.5,2221.2,9510.3,0.42857142857142855,0
ORD003528,,P244,Water Bottle,Stationary,ABC Supplies,Delhi WH,59.0,0.0,49.36,167.22,8.0,East,0.0,0.0,0.0,0.0,0
ORD003529,,P202,Marker,Utilities,ABC Supplies,Pune WH,443.0,46.0,149.65,108.24,1.0,East,4979.04,6883.900000000001,-1904.8600000000006,0.1038374717832957,0
