order_id,order_date,product_id,product_name,category,supplier_name,warehouse,stock_quantity,order_quantity,cost_price,selling_price,delivery_days,region
ORD003530,2024/08/18,P288,"Water Bottle",Stationary,"Global Distributors","Chennai WH",793,194,171.15,222.76,6,East
ORD003511,2024/06/14,P118,"Printer Paper",Stationary,"LMN Corp","Pune WH",666,153,156.2,50.13,3,West
ORD003512,2024/08/28,P113,Pen,Utilities,"ABC Supplies","Mumbai WH",?,118,141.05,81.6,,South
ORD003513,23/02/2024,P228,"Water Bottle",Maintenance,"XYZ Traders","Mumbai WH",253,35,50.23,116.72,two,North
ORD003514,18/11/2024,P167,"Printer Paper",Stationary,"LMN Corp","Pune WH",?,179,141.4,178.03,,North
ORD003515,2024-02-24,P268,"Water Bottle",Stationary,"ABC Supplies","Mumbai WH",529,117,?,260.93,,North
ORD003516,2024/10/23,P161,"Printer Paper",Utilities,"LMN Corp","Pune WH",?,147,72.93,154.2,8,North
ORD003517,11/10/2024,P262,"Water Bottle",Stationary,"LMN Corp","Chennai WH",290,72,65.72,58.67,,North
ORD003518,2024-13-01,P246,Notebook,Utilities,"XYZ Traders","Mumbai WH",708,169,71.66,113.98,7,North
ORD003519,2024/05/04,P134,"Cleaning Liquid",Maintenance,"Global Distributors","Chennai WH",73,82,86.66,216.29,,North
ORD003520,,P131,Marker,Stationary,"XYZ Traders","Mumbai WH",519,166,27.12,93.19,10,West
ORD003501,2024/05/06,P245,Marker,Maintenance,"ABC Supplies","Pune WH",350,69,?,152.66,10,West
ORD003502,2024/08/19,P240,Marker,Maintenance,"Global Distributors","Delhi WH",NULL,88,120.13,NULL,10,East
ORD003503,,P120,"Cleaning Liquid",Stationary,"ABC Supplies","Delhi WH",558,39,50.75,76.94,7,East
ORD003504,2024-13-01,P246,Pen,Stationary,"ABC Supplies","Chennai WH",40,39,207.98,62.27,2,West
ORD003505,29/06/2024,P292,Notebook,Maintenance,"LMN Corp","Delhi WH",NULL,NULL,66.74,70.88,9,East
ORD003506,,P237,Marker,Stationary,"ABC Supplies","Chennai WH",NULL,112,34.58,134.66,two,North
ORD003507,2024/12/18,P270,Pen,Stationary,"ABC Supplies","Mumbai WH",88,1,112.32,244.99,2,North
ORD003508,2024/11/24,P137,Notebook,Utilities,"LMN Corp","Pune WH",880,116,78.71,134.55,9,North
ORD003509,2024/04/21,P223,Notebook,Stationary,"LMN Corp","Delhi WH",648,39,199.79,127.61,10,East
ORD003510,04/09/2024,P172,"Water Bottle",Maintenance,"LMN Corp","Mumbai WH",37,58,36.18,304.08,9,South
ORD003691,05/11/2024,P138,Pen,Utilities,"XYZ Traders","Delhi WH",NULL,177,164.11,250.6,6,South
ORD003692,2024-09-12,P259,"Cleaning Liquid",Maintenance,"XYZ Traders","Chennai WH",195,162,?,226.74,3,South
ORD003693,2024/09/16,P146,"Printer Paper",Utilities,"ABC Supplies","Chennai WH",550,178,125.64,342.78,2,South
ORD003694,2024/02/08,P203,Notebook,Maintenance,"XYZ Traders","Mumbai WH",NULL,169,13.09,243.08,two,West
ORD003695,,P172,Notebook,Maintenance,"XYZ Traders","Delhi WH",?,70,208.85,260.71,1,West
ORD003696,2024-13-01,P221,"Cleaning Liquid",Stationary,"Global Distributors","Pune WH",81,181,?,133.44,8,West
ORD003697,,P131,"Cleaning Liquid",Utilities,"LMN Corp","Chennai WH",831,118,65.45,336.98,9,North
ORD003698,,P292,Notebook,Utilities,"ABC Supplies","Delhi WH",816,NULL,56.95,128.98,3,South
ORD003699,,P197,Notebook,Maintenance,"LMN Corp","Chennai WH",?,157,113.28,263.81,3,South
ORD003700,08/08/2024,P270,Pen,Maintenance,"ABC Supplies","Delhi WH",550,NULL,171.36,141.81,7,East
ORD003681,2024/09/22,P197,Notebook,Maintenance,"XYZ Traders","Delhi WH",751,0,124.63,268.67,6,South
ORD003682,,P270,"Printer Paper",Utilities,"XYZ Traders","Pune WH",341,155,18.41,296.67,10,West
ORD003683,12/03/2024,P188,Marker,Maintenance,"XYZ Traders","Mumbai WH",NULL,47,27.39,202.18,two,East
ORD003684,07/09/2024,P156,Pen,Maintenance,"LMN Corp","Mumbai WH",?,164,56.45,59.87,5,East
ORD003685,,P114,Notebook,Stationary,"ABC Supplies","Delhi WH",-50,139,120.71,119.19,6,South
ORD003686,2024/10/21,P295,Pen,Utilities,"LMN Corp","Mumbai WH",92,130,78.54,240.59,10,West
ORD003687,11/07/2024,P156,"Cleaning Liquid",Stationary,"ABC Supplies","Pune WH",NULL,96,142.14,107,4,East
ORD003688,2024/03/13,P270,Marker,Maintenance,"Global Distributors","Pune WH",NULL,107,51.86,85.73,1,West
ORD003689,2024/01/06,P254,"Water Bottle",Maintenance,"ABC Supplies","Pune WH",642,109,46.73,219.97,,East
ORD003690,07/07/2024,P199,"Cleaning Liquid",Stationary,"ABC Supplies","Mumbai WH",NULL,198,131.77,234.06,,North
ORD003671,,P168,Notebook,Maintenance,"LMN Corp","Delhi WH",NULL,125,159.25,212.61,two,South
ORD003672,2024/07/31,P169,"Cleaning Liquid",Maintenance,"LMN Corp","Pune WH",-50,120,28.25,144.32,,West
ORD003673,29/12/2024,P258,"Cleaning Liquid",Utilities,"Global Distributors","Delhi WH",-50,91,89.34,174.88,2,South
ORD003674,19/01/2024,P136,"Water Bottle",Stationary,"ABC Supplies","Pune WH",NULL,133,172.48,176.34,5,North
ORD003675,07/12/2024,P127,"Cleaning Liquid",Maintenance,"ABC Supplies","Delhi WH",365,20,201.49,127.3,two,North
ORD003676,2024-13-01,P275,Notebook,Utilities,"ABC Supplies","Delhi WH",397,133,146.08,328.81,1,East
ORD003677,2024/08/02,P204,"Cleaning Liquid",Maintenance,"Global Distributors","Delhi WH",946,183,21.13,285.26,2,South
ORD003678,14/05/2024,P156,Notebook,Maintenance,"LMN Corp","Chennai WH",-50,142,140.27,342.4,8,South
ORD003679,2024-13-01,P145,"Printer Paper",Stationary,"Global Distributors","Chennai WH",434,190,158.07,202.09,4,East
ORD003680,28/05/2024,P192,"Printer Paper",Stationary,"ABC Supplies","Delhi WH",105,41,89.99,274.7,3,North
ORD003661,2024/02/24,P138,Marker,Maintenance,"XYZ Traders","Chennai WH",NULL,0,154.07,102.62,9,South
ORD003662,,P148,"Printer Paper",Maintenance,"XYZ Traders","Pune WH",NULL,59,204.48,283.45,,South
ORD003663,2024-13-01,P193,Notebook,Utilities,"LMN Corp","Mumbai WH",75,38,96.36,185.13,6,South
ORD003664,2024-13-01,P205,Marker,Maintenance,"XYZ Traders","Mumbai WH",662,93,109.52,129.61,1,North
ORD003665,2024/04/11,P169,"Cleaning Liquid",Utilities,"Global Distributors","Pune WH",?,185,?,151.81,2,South
ORD003666,2024-05-02,P145,"Printer Paper",Maintenance,"XYZ Traders","Mumbai WH",377,0,67.05,237.42,3,West
ORD003667,04/10/2024,P242,Notebook,Stationary,"XYZ Traders","Mumbai WH",456,0,96.1,327.42,6,East
ORD003668,,P148,Marker,Maintenance,"LMN Corp","Chennai WH",785,0,80.76,206.71,8,North
ORD003669,2024/06/25,P199,"Printer Paper",Maintenance,"XYZ Traders","Chennai WH",19,50,96.49,327.21,two,South
ORD003670,22/04/2024,P171,"Cleaning Liquid",Stationary,"LMN Corp","Mumbai WH",NULL,114,134.65,255.46,two,North
ORD003651,,P267,Pen,Utilities,"ABC Supplies","Delhi WH",665,59,26.64,NULL,1,West
ORD003652,2024/10/26,P108,"Water Bottle",Maintenance,"ABC Supplies","Chennai WH",870,41,108.52,200.45,,East
ORD003653,2024-13-01,P261,"Water Bottle",Utilities,"XYZ Traders","Mumbai WH",159,56,45.28,287.02,5,East
ORD003654,2024-13-01,P107,"Cleaning Liquid",Utilities,"LMN Corp","Mumbai WH",173,84,49.91,53.37,3,East
ORD003655,2024/01/07,P247,Marker,Maintenance,"LMN Corp","Chennai WH",500,152,161.96,226.06,2,South
ORD003656,,P291,"Cleaning Liquid",Stationary,"XYZ Traders","Pune WH",?,77,32.29,244.59,9,North
ORD003657,2024/01/12,P290,"Water Bottle",Utilities,"XYZ Traders","Pune WH",363,196,140.09,207.85,,West
ORD003658,,P174,Pen,Maintenance,"ABC Supplies","Delhi WH",439,0,209.85,210.45,,East
ORD003659,2024-13-01,P109,Marker,Stationary,"XYZ Traders","Chennai WH",53,180,?,273.45,,West
ORD003660,2024/07/29,P289,"Cleaning Liquid",Stationary,"LMN Corp","Delhi WH",?,185,48.22,141.24,,South
ORD003641,2024/08/26,P138,"Cleaning Liquid",Utilities,"ABC Supplies","Mumbai WH",145,174,200.08,NULL,1,North
ORD003642,05/04/2024,P288,"Cleaning Liquid",Maintenance,"ABC Supplies","Pune WH",748,NULL,114.78,243.46,7,North
ORD003643,2024-13-01,P228,Marker,Stationary,"LMN Corp","Pune WH",?,NULL,?,NULL,two,West
ORD003644,2024/10/15,P165,Notebook,Utilities,"ABC Supplies","Mumbai WH",845,133,87.99,172.75,9,North
ORD003645,2024/01/10,P237,Pen,Maintenance,"XYZ Traders","Delhi WH",496,75,?,254.8,5,East
ORD003646,2024/01/30,P177,"Water Bottle",Stationary,"LMN Corp","Chennai WH",622,148,185.79,51.17,,North
ORD003647,27/05/2024,P263,"Cleaning Liquid",Maintenance,"Global Distributors","Pune WH",?,170,12.2,204.54,6,North
ORD003648,2024/03/26,P165,"Cleaning Liquid",Maintenance,"Global Distributors","Pune WH",937,131,70.95,315.69,,South
ORD003649,,P257,Notebook,Stationary,"ABC Supplies","Chennai WH",NULL,78,18.83,143.6,6,North
ORD003650,,P144,"Printer Paper",Stationary,"ABC Supplies","Mumbai WH",335,50,115.07,265.21,3,South
ORD003631,,P279,"Water Bottle",Maintenance,"LMN Corp","Chennai WH",191,81,36.1,286.86,two,East
ORD003632,07/08/2024,P291,"Cleaning Liquid",Stationary,"ABC Supplies","Pune WH",?,86,88.06,204.32,3,North
ORD003633,,P257,Pen,Stationary,"Global Distributors","Chennai WH",96,26,95.66,338.83,4,South
ORD003634,30/05/2024,P267,"Cleaning Liquid",Stationary,"LMN Corp","Delhi WH",NULL,129,158.97,151.63,9,East
ORD003635,2024/09/04,P115,Pen,Utilities,"XYZ Traders","Pune WH",770,89,94.86,64.59,,South
ORD003636,2024/08/31,P125,Marker,Maintenance,"ABC Supplies","Chennai WH",866,153,36.06,214.7,8,East
ORD003637,,P155,Notebook,Maintenance,"ABC Supplies","Pune WH",283,NULL,35.25,123.12,2,West
ORD003638,,P135,"Printer Paper",Utilities,"ABC Supplies","Mumbai WH",418,26,199.4,295.51,,West
ORD003639,08/07/2024,P141,Pen,Maintenance,"LMN Corp","Mumbai WH",570,174,132.7,286.88,3,West
ORD003640,2024/03/14,P185,Marker,Utilities,"XYZ Traders","Pune WH",404,150,104.22,108.65,6,North
ORD003621,2024-02-13,P117,"Printer Paper",Stationary,"LMN Corp","Mumbai WH",390,70,20.35,288.95,6,South
ORD003622,10/11/2024,P112,"Water Bottle",Utilities,"Global Distributors","Pune WH",869,NULL,166.89,220.67,9,West
ORD003623,,P221,"Cleaning Liquid",Utilities,"XYZ Traders","Mumbai WH",112,0,22.38,91.85,,South
ORD003624,,P285,Notebook,Stationary,"ABC Supplies","Mumbai WH",447,37,90.7,NULL,8,North
ORD003625,2024/06/26,P205,Notebook,Stationary,"Global Distributors","Chennai WH",844,25,69.63,208.96,6,South
ORD003626,06/10/2024,P219,"Water Bottle",Utilities,"ABC Supplies","Pune WH",117,119,61.97,216.79,8,North
ORD003627,2024/04/07,P148,Pen,Stationary,"ABC Supplies","Pune WH",430,134,131.97,207.69,1,South
ORD003628,2024-13-01,P299,"Water Bottle",Maintenance,"XYZ Traders","Delhi WH",340,0,75.04,347.99,8,West
ORD003629,2024/01/25,P294,"Water Bottle",Utilities,"ABC Supplies","Delhi WH",436,153,88.29,212,two,South
ORD003630,2024/04/17,P110,Pen,Maintenance,"LMN Corp","Pune WH",753,194,152.04,274.64,4,West
ORD003611,2024/01/19,P138,"Water Bottle",Utilities,"Global Distributors","Delhi WH",?,85,72.7,88.47,9,South
ORD003612,10/07/2024,P211,Notebook,Utilities,"ABC Supplies","Pune WH",394,70,18.53,241.39,1,North
ORD003613,20/06/2024,P136,Marker,Maintenance,"XYZ Traders","Chennai WH",936,NULL,15.57,200.09,5,North
ORD003614,2024/05/16,P193,Notebook,Maintenance,"Global Distributors","Delhi WH",172,0,157.5,170.94,two,West
ORD003615,,P261,"Cleaning Liquid",Stationary,"XYZ Traders","Pune WH",542,198,?,268.2,4,North
ORD003616,08/10/2024,P207,Pen,Stationary,"Global Distributors","Mumbai WH",NULL,148,148.69,196.41,,South
ORD003617,2024/09/19,P176,"Water Bottle",Utilities,"ABC Supplies","Mumbai WH",699,NULL,53.79,311.61,1,South
ORD003618,2024/03/31,P190,Marker,Stationary,"XYZ Traders","Chennai WH",15,85,76.22,185.96,6,East
ORD003619,2024-13-01,P213,"Water Bottle",Stationary,"XYZ Traders","Delhi WH",?,51,124.15,211.57,,North
ORD003620,2024-13-01,P254,Marker,Maintenance,"Global Distributors","Pune WH",583,107,82.88,NULL,8,South
ORD003601,2024/04/07,P147,Pen,Stationary,"Global Distributors","Chennai WH",774,3,115.88,313.77,8,East
ORD003602,,P235,"Water Bottle",Stationary,"ABC Supplies","Chennai WH",219,20,103.92,56.23,,North
ORD003603,17/02/2024,P225,"Water Bottle",Maintenance,"Global Distributors","Mumbai WH",996,83,16.97,317.56,2,East
ORD003604,,P187,"Cleaning Liquid",Stationary,"Global Distributors","Delhi WH",NULL,176,74.06,89.9,two,South
ORD003605,19/01/2024,P231,"Printer Paper",Maintenance,"ABC Supplies","Pune WH",NULL,155,157.41,55.39,5,North
ORD003606,,P159,Notebook,Maintenance,"LMN Corp","Pune WH",-50,41,108.62,202.36,5,North
ORD003607,26/09/2024,P226,"Cleaning Liquid",Maintenance,"XYZ Traders","Delhi WH",-50,61,31.78,135.69,9,East
ORD003608,01/05/2024,P223,"Printer Paper",Utilities,"Global Distributors","Chennai WH",103,143,?,284.81,2,West
ORD003609,,P215,"Printer Paper",Maintenance,"ABC Supplies","Delhi WH",22,0,62.96,292.66,1,North
ORD003610,,P269,Marker,Utilities,"XYZ Traders","Pune WH",?,110,112.43,275.46,4,East
ORD003791,2024/06/28,P225,Marker,Utilities,"ABC Supplies","Delhi WH",?,68,168.81,54.84,,East
ORD003792,,P121,"Cleaning Liquid",Utilities,"XYZ Traders","Pune WH",NULL,98,80.03,119.15,10,North
ORD003793,,P118,Pen,Maintenance,"LMN Corp","Pune WH",?,153,205.69,259.87,5,East
ORD003794,2024/01/31,P169,Pen,Utilities,"LMN Corp","Pune WH",167,42,177.27,349.13,two,North
ORD003795,,P202,"Water Bottle",Stationary,"ABC Supplies","Chennai WH",758,0,90.79,78.08,,West
ORD003796,2024/06/03,P196,"Printer Paper",Stationary,"Global Distributors","Mumbai WH",NULL,18,?,141.04,8,North
ORD003797,,P265,Notebook,Maintenance,"Global Distributors","Pune WH",299,173,160.31,190.55,,East
ORD003798,,P131,Pen,Utilities,"Global Distributors","Pune WH",835,23,97.51,130.85,,North
ORD003799,01/04/2024,P127,"Cleaning Liquid",Stationary,"XYZ Traders","Pune WH",-50,101,74.42,210.18,6,East
ORD003800,2024/04/24,P212,"Cleaning Liquid",Utilities,"LMN Corp","Chennai WH",122,69,103.36,274.45,,South
ORD003781,,P190,Notebook,Maintenance,"LMN Corp","Pune WH",8,0,21.99,71.85,6,North
ORD003782,21/09/2024,P119,Notebook,Stationary,"XYZ Traders","Chennai WH",957,197,114.96,68.75,4,North
ORD003783,2024-13-01,P222,"Printer Paper",Stationary,"LMN Corp","Chennai WH",?,170,187.59,106.9,two,South
ORD003784,2024-06-07,P176,Marker,Maintenance,"LMN Corp","Chennai WH",737,NULL,162.18,85.38,2,North
ORD003785,2024/09/30,P157,Notebook,Stationary,"Global Distributors","Mumbai WH",404,54,125.85,216.54,1,North
ORD003786,,P117,"Water Bottle",Maintenance,"Global Distributors","Pune WH",NULL,90,69.11,210.58,1,East
ORD003787,25/01/2024,P284,Pen,Stationary,"Global Distributors","Mumbai WH",793,83,199.68,133.56,1,East
ORD003788,,P187,Notebook,Utilities,"ABC Supplies","Mumbai WH",658,12,24.57,290.74,6,West
ORD003789,2024-13-01,P257,"Water Bottle",Stationary,"XYZ Traders","Chennai WH",450,50,68.24,NULL,4,West
ORD003790,06/02/2024,P186,"Cleaning Liquid",Maintenance,"XYZ Traders","Chennai WH",551,0,125.76,272.18,9,South
ORD003771,2024-13-01,P227,Marker,Utilities,"Global Distributors","Mumbai WH",783,0,112.45,189.64,4,North
ORD003772,06/09/2024,P131,"Water Bottle",Stationary,"Global Distributors","Chennai WH",-50,114,137.11,332.67,two,West
ORD003773,,P119,"Cleaning Liquid",Maintenance,"ABC Supplies","Mumbai WH",95,105,31.46,134.37,2,South
ORD003774,2024-13-01,P171,"Printer Paper",Stationary,"Global Distributors","Mumbai WH",NULL,197,66.63,201.23,,North
ORD003775,10/11/2024,P146,Marker,Stationary,"ABC Supplies","Pune WH",85,188,71.01,139.05,3,North
ORD003776,13/02/2024,P208,Pen,Stationary,"XYZ Traders","Mumbai WH",?,192,136.09,147.41,6,North
ORD003777,,P209,"Printer Paper",Maintenance,"ABC Supplies","Delhi WH",154,0,109.91,NULL,9,South
ORD003778,,P236,"Water Bottle",Stationary,"Global Distributors","Mumbai WH",926,80,109.01,282.78,1,North
ORD003779,17/06/2024,P255,Pen,Stationary,"ABC Supplies","Delhi WH",NULL,120,47.69,100.2,1,South
ORD003780,2024-13-01,P223,"Cleaning Liquid",Maintenance,"XYZ Traders","Delhi WH",?,180,101.64,231.55,10,South
ORD003761,2024/11/02,P197,"Cleaning Liquid",Stationary,"ABC Supplies","Pune WH",596,194,89.41,291.02,8,East
ORD003762,08/11/2024,P289,Notebook,Stationary,"LMN Corp","Delhi WH",833,94,103.16,226.13,6,West
ORD003763,,P122,"Printer Paper",Maintenance,"LMN Corp","Delhi WH",-50,28,108.47,71.13,1,South
ORD003764,2024/08/15,P200,Marker,Maintenance,"LMN Corp","Pune WH",620,102,129.49,269.78,5,South
ORD003765,22/07/2024,P175,Notebook,Maintenance,"ABC Supplies","Chennai WH",NULL,129,59.8,322.45,,West
ORD003766,14/10/2024,P230,"Cleaning Liquid",Utilities,"ABC Supplies","Chennai WH",NULL,85,97.83,195.52,1,South
ORD003767,2024-13-01,P160,"Water Bottle",Utilities,"ABC Supplies","Chennai WH",330,33,168.59,220.18,3,West
ORD003768,,P105,"Water Bottle",Utilities,"XYZ Traders","Pune WH",671,15,139.16,221.04,,North
ORD003769,2024-13-01,P248,Pen,Maintenance,"LMN Corp","Chennai WH",702,48,152.63,164.59,3,South
ORD003770,2024/07/01,P171,Notebook,Utilities,"ABC Supplies","Delhi WH",?,169,160.64,249.28,4,West
ORD003751,,P138,Notebook,Maintenance,"LMN Corp","Pune WH",725,165,77.16,323.92,10,East
ORD003752,,P126,"Printer Paper",Utilities,"XYZ Traders","Delhi WH",769,62,17.13,303.4,two,South
ORD003753,2024/09/04,P244,Marker,Maintenance,"LMN Corp","Delhi WH",-50,142,62.55,220.26,3,East
ORD003754,2024/11/03,P156,"Cleaning Liquid",Utilities,"ABC Supplies","Delhi WH",-50,20,99.35,224.96,,West
ORD003755,,P211,Marker,Stationary,"XYZ Traders","Delhi WH",?,20,122.66,277.93,9,West
ORD003756,14/12/2024,P218,"Printer Paper",Maintenance,"ABC Supplies","Pune WH",779,197,174.61,279.15,,South
ORD003757,01/08/2024,P207,"Cleaning Liquid",Stationary,"XYZ Traders","Chennai WH",-50,125,111.85,64.64,3,West
ORD003758,2024-13-01,P248,"Water Bottle",Utilities,"Global Distributors","Delhi WH",NULL,25,21.5,327.21,,East
ORD003759,2024/09/06,P150,Notebook,Stationary,"LMN Corp","Delhi WH",151,42,178.06,72.62,7,East
ORD003760,19/05/2024,P169,Marker,Maintenance,"LMN Corp","Chennai WH",506,172,178.16,112.79,two,North
ORD003741,23/11/2024,P182,Pen,Utilities,"ABC Supplies","Chennai WH",694,66,91.08,258.8,3,South
ORD003742,,P244,"Printer Paper",Stationary,"XYZ Traders","Pune WH",902,0,207.31,258.38,2,East
ORD003743,2024/04/05,P128,"Cleaning Liquid",Stationary,"XYZ Traders","Pune WH",320,79,185.07,66.5,,West
ORD003744,,P147,"Water Bottle",Stationary,"LMN Corp","Chennai WH",589,119,148.79,296.15,5,West
ORD003745,,P208,"Cleaning Liquid",Stationary,"ABC Supplies","Delhi WH",242,69,154.28,220.87,3,West
ORD003746,2024/11/02,P140,Pen,Maintenance,"Global Distributors","Chennai WH",165,143,185.54,114.63,,North
ORD003747,2024/04/22,P225,Notebook,Stationary,"ABC Supplies","Mumbai WH",208,138,37.73,164.19,two,East
ORD003748,2024/11/13,P199,"Cleaning Liquid",Maintenance,"Global Distributors","Pune WH",711,0,122.55,120.47,8,North
ORD003749,18/01/2024,P299,"Water Bottle",Stationary,"XYZ Traders","Mumbai WH",-50,2,110.78,193.81,7,South
ORD003750,,P269,Marker,Utilities,"LMN Corp","Delhi WH",602,128,91.51,NULL,9,East
ORD003731,,P262,"Cleaning Liquid",Stationary,"XYZ Traders","Pune WH",696,156,48.78,247.39,8,North
ORD003732,2024-13-01,P239,Marker,Utilities,"LMN Corp","Chennai WH",546,98,178.03,210.57,6,South
ORD003733,25/06/2024,P101,Marker,Maintenance,"Global Distributors","Mumbai WH",345,0,150.57,340.91,,North
ORD003734,04/11/2024,P260,Pen,Stationary,"LMN Corp","Pune WH",510,NULL,109.74,173.91,5,West
ORD003735,2024-13-01,P282,"Water Bottle",Stationary,"LMN Corp","Delhi WH",131,131,11.61,114.27,1,West
ORD003736,25/09/2024,P132,Marker,Utilities,"ABC Supplies","Chennai WH",753,185,208.88,212.43,8,South
ORD003737,2024/03/25,P221,Pen,Maintenance,"LMN Corp","Delhi WH",314,157,96.18,74.59,3,West
ORD003738,21/02/2024,P161,"Printer Paper",Maintenance,"ABC Supplies","Delhi WH",209,170,152.73,313.65,7,North
ORD003739,,P270,"Cleaning Liquid",Utilities,"LMN Corp","Chennai WH",-50,67,209.5,322.29,8,East
ORD003740,,P166,Marker,Utilities,"ABC Supplies","Chennai WH",544,NULL,57.19,145.83,2,West
ORD003721,2024/11/12,P170,Notebook,Maintenance,"XYZ Traders","Chennai WH",48,109,209.09,342.75,7,North
ORD003722,2024/06/15,P134,Pen,Maintenance,"ABC Supplies","Mumbai WH",701,198,55.56,163.48,two,West
ORD003723,2024/05/24,P181,"Cleaning Liquid",Stationary,"LMN Corp","Pune WH",44,121,129.16,301.89,1,South
ORD003724,04/05/2024,P201,Marker,Maintenance,"XYZ Traders","Delhi WH",292,33,74.28,222.99,,West
ORD003725,18/12/2024,P254,"Cleaning Liquid",Utilities,"Global Distributors","Delhi WH",320,86,184.46,250.78,9,North
ORD003726,2024/03/07,P127,"Printer Paper",Stationary,"Global Distributors","Mumbai WH",442,184,172.52,95.63,1,South
ORD003727,2024-13-01,P108,Marker,Stationary,"ABC Supplies","Delhi WH",852,57,105.46,194.21,9,South
ORD003728,2024-13-01,P218,"Printer Paper",Utilities,"Global Distributors","Chennai WH",20,172,164,310.42,two,South
ORD003729,,P293,"Cleaning Liquid",Utilities,"ABC Supplies","Pune WH",NULL,14,203.68,276.09,9,South
ORD003730,,P224,"Water Bottle",Stationary,"Global Distributors","Mumbai WH",826,90,77.33,147.62,two,West
ORD003711,2024-13-01,P298,"Water Bottle",Maintenance,"ABC Supplies","Pune WH",633,0,97.25,274.95,7,North
ORD003712,2024-13-01,P101,"Cleaning Liquid",Maintenance,"Global Distributors","Delhi WH",469,131,178.9,94.38,5,South
ORD003713,,P185,Marker,Maintenance,"ABC Supplies","Chennai WH",?,34,177.43,161.8,8,West
ORD003714,,P205,"Water Bottle",Utilities,"LMN Corp","Delhi WH",699,103,98.41,275.43,10,East
ORD003715,,P239,"Printer Paper",Utilities,"LMN Corp","Chennai WH",790,45,100.81,219.28,6,East
ORD003716,19/11/2024,P286,"Printer Paper",Stationary,"ABC Supplies","Delhi WH",523,26,123.65,230.99,9,West
ORD003717,,P280,"Cleaning Liquid",Stationary,"XYZ Traders","Mumbai WH",803,131,106.88,140.8,2,South
ORD003718,13/01/2024,P112,Notebook,Maintenance,"Global Distributors","Delhi WH",?,139,160.84,61.9,6,East
ORD003719,2024/08/17,P162,"Water Bottle",Utilities,"ABC Supplies","Delhi WH",998,65,54.84,138.83,2,East
ORD003720,19/06/2024,P150,"Cleaning Liquid",Utilities,"ABC Supplies","Chennai WH",697,99,64.85,271.88,1,North
ORD003701,21/02/2024,P184,"Water Bottle",Stationary,"Global Distributors","Pune WH",?,59,110.19,299.94,6,South
ORD003702,2024-13-01,P288,"Water Bottle",Maintenance,"ABC Supplies","Delhi WH",160,146,178.35,166.07,6,West
ORD003703,,P202,"Cleaning Liquid",Stationary,"ABC Supplies","Mumbai WH",840,176,196.5,282.72,4,South
ORD003704,24/04/2024,P199,Marker,Stationary,"LMN Corp","Chennai WH",676,13,144.26,NULL,10,East
ORD003705,28/02/2024,P189,"Water Bottle",Utilities,"ABC Supplies","Mumbai WH",355,131,184.2,244.84,5,South
ORD003706,30/03/2024,P115,Marker,Maintenance,"Global Distributors","Chennai WH",573,49,121.46,162.15,,South
ORD003707,2024/08/26,P171,"Water Bottle",Stationary,"Global Distributors","Pune WH",726,158,207.59,236.78,7,West
ORD003708,2024-13-01,P171,Pen,Utilities,"ABC Supplies","Mumbai WH",277,185,194.74,107.75,10,East
ORD003709,09/05/2024,P159,Pen,Stationary,"LMN Corp","Pune WH",95,199,160.75,149.62,6,East
ORD003710,2024/02/25,P205,Notebook,Utilities,"ABC Supplies","Pune WH",615,NULL,164.64,133.16,9,North
ORD003891,2024/11/20,P115,"Water Bottle",Utilities,"Global Distributors","Pune WH",594,55,167.74,195.68,,East
ORD003892,28/08/2024,P119,Marker,Stationary,"Global Distributors","Delhi WH",430,NULL,171.03,107.49,6,East
ORD003893,05/03/2024,P217,Pen,Stationary,"Global Distributors","Pune WH",650,139,84.89,302.98,4,East
ORD003894,,P174,Marker,Utilities,"Global Distributors","Delhi WH",482,37,84.61,165.99,1,North
ORD003895,2024-13-01,P193,Marker,Stationary,"LMN Corp","Delhi WH",221,43,?,195.26,9,South
ORD003896,,P118,"Printer Paper",Maintenance,"LMN Corp","Chennai WH",834,56,27,71.7,6,East
ORD003897,2024/07/25,P207,"Cleaning Liquid",Stationary,"XYZ Traders","Chennai WH",169,24,156.31,283.5,9,East
ORD003898,2024-13-01,P139,"Water Bottle",Utilities,"Global Distributors","Mumbai WH",883,142,77.62,NULL,two,West
ORD003899,2024/12/05,P185,Pen,Utilities,"Global Distributors","Chennai WH",443,119,42.8,277.56,2,East
ORD003900,,P211,"Printer Paper",Maintenance,"ABC Supplies","Delhi WH",497,144,22.75,262.12,2,East
ORD003881,,P246,Notebook,Stationary,"Global Distributors","Mumbai WH",974,99,198.65,184.73,,South
ORD003882,2024/06/02,P229,"Cleaning Liquid",Maintenance,"Global Distributors","Chennai WH",305,155,75.02,107.56,3,East
ORD003883,20/06/2024,P134,Pen,Maintenance,"ABC Supplies","Chennai WH",345,45,?,266.22,6,East
ORD003884,,P128,"Printer Paper",Stationary,"ABC Supplies","Mumbai WH",317,67,20.26,325.04,6,East
ORD003885,03/05/2024,P216,"Cleaning Liquid",Maintenance,"ABC Supplies","Chennai WH",714,115,190.94,346.48,9,West
ORD003886,2024/07/02,P213,Pen,Maintenance,"Global Distributors","Mumbai WH",NULL,NULL,92.79,239.33,7,North
ORD003887,2024/01/21,P151,"Printer Paper",Maintenance,"ABC Supplies","Delhi WH",254,171,138.06,179.9,7,East
ORD003888,2024/11/29,P198,"Water Bottle",Stationary,"XYZ Traders","Pune WH",NULL,189,40.34,162.35,5,East
